name,address,website,has_website,phone_number,business_type,reviews_count,reviews_average,latitude,longitude,keyword,category,searched_zipcode,email_1,email_2,email_3,all_emails,facebook,instagram,email_found,scrape_status
Asian Mint,"4246 Oak Lawn Ave, Dallas, TX 75219",https://asianmint.com,Yes,(214) 219-6468,,0.0,61.0,32.8827161,-96.9096975,Thai restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Sweet Rice Street Eats | Bishop,"831 W Davis St, Dallas, TX 75208",https://sweetricetx.com,Yes,(214) 613-6244,,5.0,26.0,32.7496807,-96.9812894,Thai restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/sweetricetx,https://www.instagram.com/sweetricetx/,No,no_contact_found
Khao Horm Thai,"2525 Inwood Rd #123, Dallas, TX 75235",https://khaohorm-thai-dallas.com,Yes,(469) 778-0075,,9.0,35.0,32.7496807,-96.9812894,Thai restaurant,Food & Restaurant,75201,hbsn777.llc@gmail.com,,,hbsn777.llc@gmail.com,,,Yes,found_homepage
Bangkok Dee Thai Cuisine (Official),"10207 N Central Expy, Dallas, TX 75231",https://bangkokdeethaicuisine.com,Yes,(214) 739-3436,,6.0,65.0,32.885804,-96.915046,Thai restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Thai's Thumbz Urban Kitchen Dallas,"18101 Preston Rd #106, Dallas, TX 75252",https://thaisthumbz.com,Yes,(972) 803-6371,,6.0,9.0,32.9993339,-96.9424659,Thai restaurant,Food & Restaurant,75201,thaisthumbz@yahoo.com,,,thaisthumbz@yahoo.com,https://www.facebook.com/thaithumbz/,https://www.instagram.com/thaithumbz/,Yes,found_homepage
Royal Thai,"5500 Greenville Ave #608, Dallas, TX 75206",https://royalthaidallas.com,Yes,(214) 691-3555,,4.0,78.0,32.8532893,-96.9124651,Thai restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/profile.php?id=100069697810362&ref=embed_page,,No,no_contact_found
Asian Mint,"11617 N Central Expy Suite 135, Dallas, TX 75243",https://asianmint.com,Yes,(214) 363-6655,,442.0,2.0,32.8532893,-96.9124651,Thai restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Sweet Rice,"2337 W Mockingbird Ln, Dallas, TX 75235",https://sweetricetx.com,Yes,(972) 863-9235,,0.0,38.0,32.8264169,-96.9910806,Thai restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/sweetricetx,https://www.instagram.com/sweetricetx/,No,no_contact_found
Zaap Kitchen Lao & Thai Street Eats - LOVERS,"5219 W Lovers Ln, Dallas, TX 75209",https://zaapkitchen.com,Yes,(214) 242-9567,,6.0,6.0,32.8264169,-96.9910806,Thai restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Bangkok Inn,"6033 Oram St, Dallas, TX 75206",https://bangkokinndallas.com,Yes,(214) 821-8979,,3.0,25.0,32.8264169,-96.9910806,Thai restaurant,Food & Restaurant,75201,info@bangkokinn.com,,,info@bangkokinn.com,http://www.facebook.com/pages/Bangkok-Inn/105946436114086,,Yes,found_homepage
Ma Li Thai Kitchen,"9191 Forest Ln Suite 3, Dallas, TX 75243",https://malithaikitchen.com,Yes,(972) 235-3038,,2.0,28.0,32.8264169,-96.9910806,Thai restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Best Thai Signature - Dallas (Frankford Rd),"18352 Dallas Pkwy #112, Dallas, TX 75287",https://bestthaidallas.com,Yes,(972) 930-9973,,3.0,61.0,32.8264169,-96.9910806,Thai restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Thai2go,"2222 Medical District Dr #205, Dallas, TX 75235",https://getthai2go.com,Yes,(214) 484-2161,,9.0,40.0,32.8264169,-96.9910806,Thai restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Sabaidee Lao & Thai Street Food - Addison,"5365 Spring Valley Rd STE 158, Dallas, TX 75254",https://sabaidee.us,Yes,(972) 863-7575,,9.0,71.0,32.8264169,-96.9910806,Thai restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Moom Muum,"5365 Spring Valley Rd STE 158, Dallas, TX 75254",https://sabaidee.us,Yes,(972) 863-7575,,9.0,71.0,32.8264169,-96.9910806,Thai restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Ginger Thai Restaurant,"6434 E Mockingbird Ln Ste 111, Dallas, TX 75214",https://gingerthaidallas.com,Yes,(214) 887-6175,,0.0,24.0,32.8264169,-96.9910806,Thai restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Thai Opal,"6300 Skillman St #156, Dallas, TX 75231",https://thaiopal.com,Yes,(214) 553-5956,,6.0,51.0,32.8264169,-96.9910806,Thai restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Thai Palm Dallas,"2824 N O'Connor Rd, Irving, TX 75062",https://thaipalmdallas.com,Yes,(972) 255-4295,,6.0,33.0,32.8264169,-96.9910806,Thai restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Tukta Thai,"9625 Plano Rd #500, Dallas, TX 75238",https://tuktathai.com,Yes,(214) 342-0121,,3.0,37.0,32.8264169,-96.9910806,Thai restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Banana Leaf Thai Cuisine,"17370 Preston Rd #500, Dallas, TX 75252",https://thaibananaleaf.com,Yes,(972) 713-0123,,42.0,2.0,32.8264169,-96.9910806,Thai restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Brya Zan Thai Noodle + Brew,"1909 Preston Rd, Plano, TX 75093",https://bryazan.com,Yes,(469) 498-4099,,2.0,32.0,32.8264169,-96.9910806,Thai restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Black Thai Authentic Cuisine,"1616 W Hebron Pkwy #114, Carrollton, TX 75010",https://blackthaicarrollton.com,Yes,(214) 731-6449,,7.0,60.0,32.8264169,-96.9910806,Thai restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
San Korean BBQ,"5609 SMU Boulevard Suite 102, Dallas, TX 75206",https://sankoreanbbq.com,Yes,(214) 484-1673,,7.0,4.0,32.7784343,-97.4047805,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
Gen Korean BBQ House,"5500 Greenville Ave ste 1102, Dallas, TX 75206",https://genkoreanbbq.com,Yes,(210) 742-2926,,5.0,55.0,32.7784343,-97.4047805,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
WooMeeOk Korean BBQ,"10560 Walnut St #200, Dallas, TX 75243",https://woomeeokdallas.com,Yes,(469) 822-3136,,5.0,95.0,32.7784343,-97.4047805,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
Koryo Korean BBQ,"2560 Royal Ln #105, Dallas, TX 75229",https://eatkoryo.com,Yes,(214) 272-7486,,793.0,1.0,32.7784343,-97.4047805,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
bb.q Chicken Lower Greenville (Dallas),"1811 Greenville Ave #145, Dallas, TX 75206",https://bbqchicken.com,Yes,(214) 468-4349,,5.0,46.0,32.7784343,-97.4047805,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
Burnin92 Korean BBQ & Skewers,"11445 Emerald St #120, Dallas, TX 75229",https://burnin92.com,Yes,(972) 629-9507,,9.0,37.0,32.7784343,-97.4047805,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
JOA GRILL | Korean BBQ,"2254 Royal Ln, Dallas, TX 75229",https://joagrill.com,Yes,(972) 241-3900,,395.0,1.0,32.7784343,-97.4047805,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
Burning Rice,"6106 Luther Ln, Dallas, TX 75225",https://burningrice.com,Yes,(972) 846-9223,,2.0,32.0,32.7784343,-97.4047805,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
Lee DaeGam KBBQ & Shabu,"11425 Goodnight Ln, Dallas, TX 75229",https://kbbqdallas.com,Yes,(214) 258-5442,,9.0,50.0,32.7784343,-97.4047805,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
Ham Ji Bak Korean BBQ,"2625 Old Denton Rd #598, Carrollton, TX 75007",https://hamjibakbbq.com,Yes,(469) 892-6094,,1.0,75.0,32.7784343,-97.4047805,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
Seoul Garden,"2502 Royal Ln Suite #103, Dallas, TX 75229",https://seoulgardenkbbq.com,Yes,(972) 484-6090,,1.0,99.0,32.7784343,-97.4047805,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
Korea House  Korean Cuisine & Sushi,"2598 Royal Ln, Dallas, TX 75229",https://koreahousedallas.com,Yes,(972) 243-0434,,6.0,79.0,32.7784343,-97.4047805,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
Moodaepo Korean BBQ,"3044 Old Denton Rd Apt 133, Carrollton, TX 75007",https://moodaepotx.com,Yes,(469) 900-8073,,5.0,91.0,32.7784343,-97.4047805,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
Gopchang Story Korean BBQ of Carrollton,"4070 State Hwy 121 Suite 328, Carrollton, TX 75010",https://gopchangstorydfw.com,Yes,(469) 892-6381,,7.0,39.0,32.7784343,-97.4047805,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
Yoon Korean BBQ,"2625 Old Denton Rd Ste 620, Carrollton, TX 75007",https://yoonbbq.com,Yes,(972) 242-5500,,6.0,68.0,32.7784343,-97.4047805,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
Dal Dong Nae restaurant,"11445 Emerald St, Dallas, TX 75229",https://daldongnae.com,Yes,(972) 484-2994,,2.0,53.0,32.7784343,-97.4047805,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
Won BBQ,"1301 Custer Rd, Plano, TX 75075",https://wonbbqtx.com,Yes,(214) 501-3121,,6.0,31.0,32.7784343,-97.4047805,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
CJ's Bulgogi & Grill,"13150 Senlac Dr #100, Farmers Branch, TX 75234",https://cjsbulgogigrill.com,Yes,(469) 577-4182,,5.0,39.0,32.7784343,-97.4047805,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
Omi Korean Grill,"2625 Old Denton Rd #326, Carrollton, TX 75007",https://omikoreangrill.com,Yes,(972) 245-3565,,132.0,2.0,32.7784343,-97.4047805,Korean BBQ,Food & Restaurant,75201,,,,,https://www.facebook.com/omikoreangrillandbar#,https://www.instagram.com/omikoreangrillandbar?igsh=MWNidjd1d3BvZ3R3eg==,No,no_contact_found
Doma Seolleongtang,"11441 N Stemmons Fwy, Dallas, TX 75229",https://domaseolleongtang.com,Yes,(469) 372-5204,,246.0,1.0,32.7784343,-97.4047805,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
Bon KBBQ,"3420 K Ave #200, Plano, TX 75074",https://bonkoreanbbq.com,Yes,(972) 312-9979,,765.0,1.0,32.7784343,-97.4047805,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
BON KBBQ (Jin Korean KBBQ),"3810 S Cooper St #130, Arlington, TX 76015",https://portal.carbonaraapp.com,Yes,(817) 419-2500,,811.0,1.0,32.6828491,-97.7115841,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
"Maht Gaek Korean Restaurant, Grilled Pork Ribs","151 W Spring Creek Pkwy #519, Plano, TX 75023",https://mahtgaekplano.com,Yes,(972) 398-9344,,8.0,81.0,33.0584266,-97.2723899,Korean BBQ,Food & Restaurant,75201,mail@demolink.org,,,mail@demolink.org,https://www.facebook.com/pages/Maht-Gaek-Korean-Restuarant/175434716723614?rf=393368204724107,https://www.instagram.com/explore/locations/175434716723614/united-states/plano-texas/maht-gaek-korean-restuarant/,Yes,found_subpage
Dduk Bae Gi Hot Stone & Korean Kitchen,"2330 Royal Ln #300, Dallas, TX 75229",https://ddukbaegikoreankitchen.com,Yes,(469) 620-2390,,9.0,41.0,33.0584266,-97.2723899,Korean BBQ,Food & Restaurant,75201,,,,,https://www.facebook.com/ddukbaegikoreankitchen,https://www.instagram.com/ddukbaegi_koreankitchen/,No,no_contact_found
DanSungSa,"11407 Emerald St Suite 121, Dallas, TX 75229",https://toasttab.com,Yes,(469) 522-7399,,2.0,89.0,33.0584266,-97.2723899,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
Hungry Belly,"2818 N Fitzhugh Ave, Dallas, TX 75204",https://hungrybellydallas.com,Yes,(214) 258-5859,,9.0,78.0,33.0584266,-97.2723899,Korean BBQ,Food & Restaurant,75201,,,,,,https://www.instagram.com/hungrybellydallas,No,no_contact_found
Hanbat Shul Lung Tang,"2257 Royal Ln #101, Dallas, TX 75229",https://dallashanbat.com,Yes,(972) 484-2002,,1.0,76.0,33.0584266,-97.2723899,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
bb.q Chicken Richardson,"1312 E Belt Line Rd, Richardson, TX 75081",https://bbqchicken.com,Yes,(972) 373-4719,,58.0,1.0,33.0584266,-97.2723899,Korean BBQ,Food & Restaurant,75201,gm@bbqktown.com,,,gm@bbqktown.com,https://www.facebook.com/bbqchickenus,https://www.instagram.com/bbqchickenus/,Yes,found_subpage
WaBa Grill,"2222 Fort Worth Ave Ste 120, Dallas, TX 75211",https://locations.wabagrill.com,Yes,(469) 718-8628,,3.0,14.0,33.0584266,-97.2723899,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
Dalgopchang,"1060 W Frankford Rd Ste 115, Carrollton, TX 75007",https://dalgopchang.com,Yes,(469) 289-6862,,8.0,33.0,33.0584266,-97.2723899,Korean BBQ,Food & Restaurant,75201,order@dalgopchang.com,,,order@dalgopchang.com,https://www.facebook.com/p/Dalgopchang-100070045609590/,https://www.instagram.com/dalgopchang,Yes,found_homepage
Dong Bo Sung,"11445 Emerald St STE 115, Dallas, TX 75229",https://dong-bo-sung.com,Yes,(972) 925-0328,,1.0,40.0,33.0584266,-97.2723899,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
Texan Wangbal,"2560 Royal Ln #102, Dallas, TX 75229",https://instagram.com,Yes,(214) 272-7921,,4.0,1.0,33.0584266,-97.2723899,Korean BBQ,Food & Restaurant,75201,,,,,,,No,no_contact_found
Domodomo K,"2681 Howell St BU3, Dallas, TX 75201",https://domodomorestaurant.com,Yes,(214) 238-0603,,0.0,37.0,32.7871462,-96.8348358,Japanese restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Sushi | Bar Dallas,"2111 Jackson St, Dallas, TX 75201",https://sushibarhospitality.com,Yes,(214) 420-8532,,2.0,10.0,32.7871462,-96.8348358,Japanese restaurant,Food & Restaurant,75201,info@sushibarhospitality.com,rstock@sushibarhospitality.com,,info@sushibarhospitality.com | rstock@sushibarhospitality.com,https://www.facebook.com/sushibarhospitality,https://www.instagram.com/sushibarrestaurants,Yes,found_homepage
Sushi Sakana Uptown Dallas,"2811 McKinney Ave 28 (1st floor, Dallas, TX 75204",https://sushisakana.com,Yes,(469) 620-2100,,4.0,23.0,32.7871462,-96.8348358,Japanese restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/sushisakanaplano/,https://www.instagram.com/sushisakanaplano/,No,no_contact_found
Tatsu Dallas,"3309 Elm St ste 120, Dallas, TX 75226",https://tatsu-dallas.com,Yes,(469) 271-7710,,1.0,20.0,32.7866473,-96.8137276,Japanese restaurant,Food & Restaurant,75201,info@tatsu-dallas.com,press@tatsu-dallas.com,,info@tatsu-dallas.com | press@tatsu-dallas.com,,https://www.instagram.com/tatsu_dallas/,Yes,found_homepage
Sushi by Scratch Restaurants: Dallas,"3309 Elm St ste 120, Dallas, TX 75226",https://tatsu-dallas.com,Yes,(469) 271-7710,,1.0,20.0,32.7866473,-96.8137276,Japanese restaurant,Food & Restaurant,75201,info@tatsu-dallas.com,press@tatsu-dallas.com,,info@tatsu-dallas.com | press@tatsu-dallas.com,,https://www.instagram.com/tatsu_dallas/,Yes,found_homepage
Yellowtail Sushi Bar & Steak,"2400 Victory Park Ln, Dallas, TX 75219",https://yellowtailsushivp.com,Yes,(972) 803-6824,,3.0,70.0,32.7875106,-96.845195,Japanese restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Kessaku,"2400 Victory Park Ln, Dallas, TX 75219",https://yellowtailsushivp.com,Yes,(972) 803-6824,,3.0,70.0,32.7875106,-96.845195,Japanese restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Namo,"400 Crescent Ct, Dallas, TX 75201",https://noburestaurants.com,Yes,(214) 252-7000,,7.0,94.0,32.7875106,-96.845195,Japanese restaurant,Food & Restaurant,75201,groupsandevents@oneandonlycapetown.com,,,groupsandevents@oneandonlycapetown.com,https://www.facebook.com/noburestaurants,https://www.instagram.com/noburestaurants,Yes,found_subpage
Hibiki Sushi,"2651 Commerce St #120, Dallas, TX 75226",https://facebook.com,Yes,(469) 248-0516,,1.0,80.0,32.7831358,-96.8202752,Japanese restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Black Ship Little Katana,"555 S Lamar St #130, Dallas, TX 75202",https://omnihotels.com,Yes,(214) 760-7200,,0.0,26.0,32.7751958,-96.8401697,Japanese restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Norman's Japanese Grill,"4002 Oak Lawn Ave, Dallas, TX 75219",https://normansjapanese.com,Yes,(469) 960-6544,,9.0,14.0,32.7751958,-96.8401697,Japanese restaurant,Food & Restaurant,75201,info@durohospitality.com,,,info@durohospitality.com,https://www.facebook.com/people/Normans-Japanese-Grill/61578963421845/,https://scontent-lax3-1.cdninstagram.com/v/t51.82787-15/641739783_17888726730441494_2337581393805424007_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=Yoe9qHptYq0Q7kNvwGPozro&_nc_oc=AdrVCxDeJyqDo8HMBqzsCdWWceiJJYAi1qWyhd1BIyVOejymXLsnPl00N-K03zRHlsM&_nc_zt=23&_nc_ht=scontent-lax3-1.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=sV1sZ6UedxgyqoGIe8NBQw&_nc_tpa=Q5bMBQHdGEke02d-D6N6Com0q8cT_keQXRHsx5XNErdGQdsAjyIGJvXWssoiAKKuH-rt22uaNFaRqGoOtw&oh=00_Af1x9KXqdVA5XX47j_G2oX0pWbs1Xc7xf4QIFYpS5psCYQ&oe=69E6549E,Yes,found_homepage
JINYA Ramen Bar - Victory Park,"2550 Pacific Ave, Dallas, TX 75226",https://komododallas.com,Yes,(214) 261-6000,,783.0,1.0,32.7847571,-96.8241782,Japanese restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Ichigoh Ramen Lounge,"2724 Commerce St, Dallas, TX 75226",https://ichigohramen.com,Yes,(972) 707-0732,,5.0,80.0,32.7847571,-96.8241782,Japanese restaurant,Food & Restaurant,75201,,,,,,https://www.instagram.com/ichigohramen/,No,no_contact_found
Otaru Sushi & Handroll Bar,"2724 Commerce St, Dallas, TX 75226",https://ichigohramen.com,Yes,(972) 707-0732,,5.0,80.0,32.7847571,-96.8241782,Japanese restaurant,Food & Restaurant,75201,,,,,,https://www.instagram.com/ichigohramen/,No,no_contact_found
Takumi Hachi (Japanese Dining Experience),"5312 Belt Line Rd, Dallas, TX 75254",https://hachi.takefiveusa.com,Yes,(214) 242-8900,,0.0,6.0,32.9534914,-96.852077,Japanese restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/profile.php?id=100054591003208,https://www.instagram.com/izakaya.hachi/,No,no_contact_found
Shoyo,"5312 Belt Line Rd, Dallas, TX 75254",https://hachi.takefiveusa.com,Yes,(214) 242-8900,,0.0,6.0,32.9534914,-96.852077,Japanese restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/profile.php?id=100054591003208,https://www.instagram.com/izakaya.hachi/,No,no_contact_found
Naminohana,"1812 N Haskell Ave., Dallas, TX 75204",https://loroeats.com,Yes,(214) 833-4983,,496.0,1.0,32.8816357,-96.8041635,Japanese restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Oni Ramen,"2822 Elm St, Dallas, TX 75226",https://oniramen.com,Yes,,,14.0,2.0,32.8816357,-96.8041635,Japanese restaurant,Food & Restaurant,75201,oniramende@gmail.com,,,oniramende@gmail.com,https://www.facebook.com/oniramen,https://www.instagram.com/oniramenofc/,Yes,found_homepage
JingHe Japanese Restaurant,"5321 E Mockingbird Ln #105, Dallas, TX 75206",https://jingherestaurant.com,Yes,(214) 377-7548,,5.0,77.0,32.8816357,-96.8041635,Japanese restaurant,Food & Restaurant,75201,jinghemockingbird@gmail.com,jinghejapanese@gmail.com,,jinghemockingbird@gmail.com | jinghejapanese@gmail.com,,https://www.instagram.com/wix,Yes,found_homepage
Sushi Axiom,"3211 Oak Lawn Ave C, Dallas, TX 75219",https://axiomdallas.com,Yes,(214) 828-2288,,271.0,1.0,32.8816357,-96.8041635,Japanese restaurant,Food & Restaurant,75201,axiomdallas@gmail.com,,,axiomdallas@gmail.com,http://www.facebook.com/sushiaxiomdallas,https://instagram.com/sushiaxiomdallas,Yes,found_homepage
Tanpopo Japanese kitchen,"921 W Commerce St, Dallas, TX 75208",https://tanpopo.online,Yes,(817) 471-6248,,5.0,4.0,32.8816357,-96.8041635,Japanese restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Tei Tei Robata Bar,"2906 N Henderson Ave, Dallas, TX 75206",https://teiteirobata.com,Yes,(214) 828-2400,,3.0,43.0,32.8816357,-96.8041635,Japanese restaurant,Food & Restaurant,75201,,,,,http://www.facebook.com/teiteirobata,http://instagram.com/teiteirobatabar,No,no_contact_found
Ai Sushi,"4123 Cedar Springs Rd #102, Dallas, TX 75219",https://aisushibar.com,Yes,(214) 468-4587,,4.0,41.0,32.8816357,-96.8041635,Japanese restaurant,Food & Restaurant,75201,,,,,,https://www.instagram.com/aisushi_uptown_dallas,No,no_contact_found
Blue Sushi Sake Grill,"7859 Walnut Hill Ln STE 180, Dallas, TX 75230",https://bluesushisakegrill.com,Yes,(972) 677-7887,,679.0,1.0,32.8816357,-96.8041635,Japanese restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/bluesushisakegrillrivernorth,https://www.instagram.com/bluesushisakegrill/,No,no_contact_found
Yujo,"12835 Preston Rd suite 216, Dallas, TX 75230",https://yujomakase.com,Yes,(214) 238-6716,,6.0,22.0,32.8816357,-96.8041635,Japanese restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/yujomakase/,https://www.instagram.com/yujomakase/,No,no_contact_found
Yama Izakaya & Sushi,"2332 Leonard St, Dallas, TX 75201",https://hotelzaza.com,Yes,(214) 550-9500,,6.0,68.0,32.8816357,-96.8041635,Japanese restaurant,Food & Restaurant,75201,austin@hotelzaza.com,dallasuptown@hotelzaza.com,houstonmemorial@hotelzaza.com,austin@hotelzaza.com | dallasuptown@hotelzaza.com | houstonmemorial@hotelzaza.com | houstonmuseumdistrict@hotelzaza.com | zippoints@hotelzaza.com | mediainquiry@hotelzaza.com,,https://www.instagram.com/p/Cyoh3QGNIOL/?img_index=1,Yes,found_subpage
MBO,"2301 N Akard St Suite 250, Dallas, TX 75201",https://thehenryrestaurant.com,Yes,(972) 677-9560,,404.0,3.0,32.8816357,-96.8041635,Japanese restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/TheHenryRestaurant,https://www.instagram.com/thehenryrestaurant,No,no_contact_found
Sasa Sushi,"6340 Gaston Ave, Dallas, TX 75214",https://sasasushitx.com,Yes,(214) 484-7420,,128.0,1.0,32.8816357,-96.8041635,Japanese restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Moriya Shokudo,"6340 Gaston Ave, Dallas, TX 75214",https://sasasushitx.com,Yes,(214) 484-7420,,128.0,1.0,32.8816357,-96.8041635,Japanese restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Onsan Dim Sum Sushi,"12300 Inwood Rd #180, Dallas, TX 75244",https://onesandallas.com,Yes,(469) 580-6838,,5.0,14.0,32.8816357,-96.8041635,Japanese restaurant,Food & Restaurant,75201,info@onesandallas.com,,,info@onesandallas.com,https://www.facebook.com/105871067817538,https://www.instagram.com/onesandallas,Yes,found_homepage
Pearl Sushi,"4640 McKinney Ave #130, Dallas, TX 75205",https://pearlrestaurants.com,Yes,(469) 453-0033,,2.0,24.0,32.8236468,-96.8228611,sushi restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Anchor Sushi Bar,"3130 Knox St, Dallas, TX 75205",https://anchorsushi.com,Yes,(214) 432-0853,,7.0,90.0,32.8232974,-96.8245682,sushi restaurant,Food & Restaurant,75201,preston@anchorsushi.com,,,preston@anchorsushi.com,https://www.facebook.com/anchorsushibar,https://www.instagram.com/theanchorsushibar/,Yes,found_subpage
JINYA Ramen Bar - Preston Hollow,"7949 Walnut Hill Ln #160, Dallas, TX 75230",https://jinyaramenbar.com,Yes,(214) 272-7578,,566.0,2.0,32.881318,-96.9165646,ramen restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/JinyaRamenBar/,https://www.instagram.com/jinyaramenbar/,No,no_contact_found
HINODEYA Ramen & Bar Greenville,"2023 Greenville Ave Suite 130, Dallas, TX 75206",https://hinodeyaramen.com,Yes,(972) 685-4117,,881.0,1.0,32.881318,-96.9165646,ramen restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
TEN Ramen,"1888 Sylvan Ave #F100, Dallas, TX 75208",https://tenramenhp.com,Yes,(972) 803-4400,,642.0,1.0,32.7696037,-96.9796926,ramen restaurant,Food & Restaurant,75201,,,,,,https://www.instagram.com/tenramen/,No,no_contact_found
WAYA Japanese Izakaya,"6334 Gaston Ave, Dallas, TX 75214",https://wayadallas.com,Yes,(972) 982-2103,,3.0,1.0,32.8131133,-96.8976462,ramen restaurant,Food & Restaurant,75201,contact@wayadallas.com,,,contact@wayadallas.com,,https://www.instagram.com/waya_dallas/,Yes,found_homepage
Ichiro Sapporo Ramen,"2555 Inwood Rd #139, Dallas, TX 75235",https://ichiroramendallas.com,Yes,(469) 242-0094,,646.0,1.0,32.822341,-96.9800868,ramen restaurant,Food & Restaurant,75201,sapporo.inwood@gmail.com,,,sapporo.inwood@gmail.com,https://www.facebook.com/IchiroRamenShop/,,Yes,found_homepage
Wabi House,"1802 Greenville Ave Until 100, Dallas, TX 75206",https://wabihousetx.com,Yes,(469) 949-5121,,492.0,2.0,32.822341,-96.9800868,ramen restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Casa Ramen Dallas,"9440 Garland Rd Suite 108, Dallas, TX 75218",https://casaramendallas.com,Yes,(469) 200-6697,,0.0,26.0,32.8328481,-96.8470051,ramen restaurant,Food & Restaurant,75201,casaramendallas@gmail.com,,,casaramendallas@gmail.com,https://www.facebook.com/casaramendallas/,https://www.instagram.com/casaramendallas/,Yes,found_homepage
Kanpai Dallas,"215 Henry St, Dallas, TX 75226",https://kanpaicoffeeandbeergarden.com,Yes,(469) 608-0063,,6.0,2.0,32.7867216,-96.9395134,ramen restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
JINYA Ramen Bar - Carrollton,"2451 Old Denton Rd Suite 150, Carrollton, TX 75006",https://jinyaramenbar.com,Yes,(214) 731-6995,,527.0,3.0,32.9811821,-97.0546672,ramen restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/JinyaRamenBar/,https://www.instagram.com/jinyaramenbar/,No,no_contact_found
